Version Description,API number for each version,API_NAME,HEAD_FILE,OneUtopia1.0,OneUtopia1.1,OneUtopia1.2,OneUtopia1.3,OneUtopia1.4,OneUtopia1.5,OneUtopia1.6
,,MApi_GOP_GWIN_Get32FBInfo,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_GetFBAddr,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_Get32FBAddr,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_ClearFlipQueue,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_GetMaxFBNum,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_GetMax32FBNum,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_FB_Get,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_GetMAXFBID,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_GetMAX32FBID,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_DestroyFB,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_GWIN_Destroy32FB,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_CreateFBFrom3rdSurf,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_GWIN_Create32FBFrom3rdSurf,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_CreateFBbyStaticAddr,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_GWIN_Create32FBbyStaticAddr,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_CreateFBbyStaticAddr2,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_Create32FBbyStaticAddr2,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_CreateFB2,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_Create32FB2,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_CreateFB2_EXT,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_Create32FB2_EXT,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_GetCurrentFBID,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_GWIN_GetCurrent32FBID,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_GetFBfromGWIN,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_GWIN_Get32FBfromGWIN,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_IsFBExist,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_GWIN_Is32FBExist,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_GetFreeFBID,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_GWIN_GetFree32FBID,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_CreateFB,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_GWIN_Create32FB,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_GetFBFmt,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_Get32FBFmt,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_SetPaletteOpt,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_GWIN_SetPaletteOpt_EX,apiGOP.h,0,0,0,0,0,0,0
,,MApi_GOP_GWIN_SetPaletteRead,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_GWIN_SetPaletteRead_EX,apiGOP.h,0,0,0,0,0,0,0
,,MApi_GOP_GWIN_ReadPalette,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_ReadPalette_EX,apiGOP.h,0,0,0,0,0,0,0
,,MApi_GOP_GWIN_2GSetPaletteOpt,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_2GSetPaletteOpt_EX,apiGOP.h,0,0,0,0,0,0,0
,,MApi_GOP_GWIN_2GSetPaletteRead,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_2GSetPaletteRead_EX,apiGOP.h,0,0,0,0,0,0,0
,,MApi_GOP_GWIN_2GReadPalette,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_2GReadPalette_EX,apiGOP.h,0,0,0,0,0,0,0
,,MApi_GOP_DWIN_Init,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_DWIN_SetSourceSel,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_DWIN_CaptureOneFrame2,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_DWIN_EnableIntr,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_DWIN_CaptureOneFrame,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_DWIN_Enable,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_DWIN_GetWinProperty,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_DWIN_SetWinProperty,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_DWIN_SelectSourceScanType,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_DWIN_SetDataFmt,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_DWIN_SetAlphaValue,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_DWIN_SetAlphaSrc,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_DWIN_SetAlphaInverse,apiGOP.h,0,0,0,0,0,0,0
,,MApi_GOP_DWIN_SetUVSample,apiGOP.h,0,0,0,0,0,0,0
,,MApi_GOP_DWIN_SetSkipFrame,apiGOP.h,0,0,0,0,0,0,0
,,MApi_GOP_DWIN_ClearIntr,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_DWIN_GetDWinIntInfo,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_DWIN_GetDWinIntInfoTimeout,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_SetClkForCapture,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_DWIN_GetIntrStatus,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_DWIN_EnableR2YCSC,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_DWIN_SetUVSwap,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_BeginDraw,apiGOP.h,0,0,1,1,1,1,1
,,MApi_GOP_GWIN_EndDraw,apiGOP.h,0,0,1,1,1,1,1
,,MApi_GOP_GWIN_Enable_BGWIN,apiGOP.h,0,0,0,0,0,0,0
,,MApi_GOP_GWIN_Set_BGWIN,apiGOP.h,0,0,0,0,0,0,0
,,MApi_GOP_GWIN_Set_BGWIN_Alpha,apiGOP.h,0,0,0,0,0,0,0
,,MApi_GOP_DWIN_SetBufferPINPON,apiGOP.h,0,0,0,0,0,0,0
,,MApi_GOP_RegisterFBFmtCB,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_RegisterXCIsInterlaceCB,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_RegisterXCGetCapHStartCB,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_RegisterXCReduceBWForOSDCB,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_RegisterEventNotify,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_RegisterXCSetDwinInfo,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_OC_SetOCFBinfo,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOP_GWIN_SetGPUTile,apiGOP.h,0,0,0,0,0,0,0
,,MApi_GOP_TLB_Enable,apiGOP.h,0,0,0,0,0,0,0
,,MApi_GOP_GWIN_UpdateRegOnce,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_GWIN_SetMux,apiGOP.h,1,1,1,1,1,1,1
,,MApi_GOP_GWIN_OutputLayerSwitch,apiGOP.h,0,1,1,1,1,1,1
,,MApi_GOPSC_Init,apiGOPSC_Ex.h,1,1,1,1,1,1,1
,,MApi_GOPSC_Enable,apiGOPSC_Ex.h,1,1,1,1,1,1,1
,,MApi_GOPSC_GetGOPSCInfo,apiGOPSC_Ex.h,1,1,1,1,1,1,1
,,MApi_GOPSC_SetGOPSCInfo,apiGOPSC_Ex.h,1,1,1,1,1,1,1
,,MApi_GOPSC_SetHVSPSize,apiGOPSC_Ex.h,1,1,1,1,1,1,1
,,MApi_GOPSC_SetSkipPixel,apiGOPSC_Ex.h,0,0,0,0,0,0,0
,,MApi_GOPSC_ScalingDownOnce,apiGOPSC_Ex.h,0,0,0,0,0,0,0
,,MApi_GOP_SC_SkipInit,apiGOP_SC.h,0,0,0,0,0,0,0
,,MApi_GOP_SC_Init,apiGOP_SC.h,0,0,0,0,0,0,0
,,MApi_GOP_SC_SetCfg,apiGOP_SC.h,0,0,0,0,0,0,0
,,MApi_GOP_SC_MuxSel,apiGOP_SC.h,0,0,0,0,0,0,0
,,MApi_GOP_SC_SetFPLL_Enable,apiGOP_SC.h,0,0,0,0,0,0,0
,,Ioctl_GOP_AtExit,apiGOP_priv.h,0,0,0,0,0,0,0
,,MApi_GPD_Init,apiGPD.h,0,0,1,1,1,1,1
,,MApi_GPD_InputSource,apiGPD.h,0,0,1,1,1,1,1
,,MApi_GPD_OutputDecode,apiGPD.h,0,0,0,0,0,0,1
,,MApi_GPD_OutputDecodeROI,apiGPD.h,0,0,1,1,1,1,1
,,MApi_GPD_OutputDecodeMGIF,apiGPD.h,0,0,0,0,0,0,1
,,MApi_GPD_GetDuration,apiGPD.h,0,0,0,0,0,0,1
,,MApi_GPD_SetGIFMode,apiGPD.h,0,0,0,0,0,0,1
,,MApi_GPD_ScalingEnable,apiGPD.h,0,0,0,0,0,0,0
,,MApi_GPD_ScalingDisable,apiGPD.h,0,0,0,0,0,0,0
,,MApi_GPD_SetControl,apiGPD.h,0,0,1,1,1,1,1
,,MApi_GPD_GetControl,apiGPD.h,0,0,0,0,0,0,0
,,MApi_GPD_GetCRCResult,apiGPD.h,0,0,0,0,0,0,0
,,GPDRegisterToUtopia,apiGPD_priv.h,0,0,0,0,0,0,1
,,GPDOpen,apiGPD_priv.h,0,0,0,0,0,0,0
,,GPDClose,apiGPD_priv.h,0,0,0,0,0,0,0
,,GPDIoctl,apiGPD_priv.h,0,0,0,0,0,0,0
,,_MApi_GPD_Init,apiGPD_priv.h,0,0,0,0,0,0,0
,,_MApi_GPD_InputSource,apiGPD_priv.h,0,0,0,0,0,0,0
,,_MApi_GPD_OutputDecode,apiGPD_priv.h,0,0,0,0,0,0,0
,,_MApi_GPD_OutputDecodeROI,apiGPD_priv.h,0,0,0,0,0,0,0
,,_MApi_GPD_OutputDecodeMGIF,apiGPD_priv.h,0,0,0,0,0,0,0
,,_MApi_GPD_GetDuration,apiGPD_priv.h,0,0,0,0,0,0,0
,,_MApi_GPD_SetGIFMode,apiGPD_priv.h,0,0,0,0,0,0,0
,,_MApi_GPD_ScalingEnable,apiGPD_priv.h,0,0,0,0,0,0,0
,,_MApi_GPD_ScalingDisable,apiGPD_priv.h,0,0,0,0,0,0,0
,,_MApi_GPD_SetControl,apiGPD_priv.h,0,0,0,0,0,0,0
,,_MApi_GPD_GetControl,apiGPD_priv.h,0,0,0,0,0,0,0
,,_MApi_GPD_GetCRCResult,apiGPD_priv.h,0,0,0,0,0,0,0
,,GPD_Open,apiGPD_v2.h,0,0,0,0,0,0,0
,,GPD_Close,apiGPD_v2.h,0,0,0,0,0,0,0
,,GPD_Ioctl,apiGPD_v2.h,0,0,0,0,0,0,0
,,MApi_HDMITx_Init,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_Exit,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_TurnOnOff,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_EnablePacketGen,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_SetHDMITxMode,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_SetHDMITxMode_CD,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_SetTMDSOnOff,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_DisableTMDSCtrl,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_SetRBChannelSwap,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_Exhibit,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_ForceHDMIOutputMode,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_ForceHDMIOutputColorFormat,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_GetRxStatus,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_GetRxDCInfoFromEDID,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_GetRxVideoFormatFromEDID,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_GetDataBlockLengthFromEDID,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_GetRxAudioFormatFromEDID,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_EDID_HDMISupport,apiHDMITx.h,0,1,1,1,1,1,1
,,MApi_HDMITx_GetRxIDManufacturerName,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_GetBksv,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_GetAksv,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_GetEDIDData,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_GetRx3DStructureFromEDID,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_PKT_User_Define_Clear,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_PKT_User_Define,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_PKT_Content_Define,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_SetVideoOnOff,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_SetColorFormat,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_SetVideoOutputTiming,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_SetVideoOutputAsepctRatio,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_SetVideoOutputOverscan_AFD,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_SetVideoOutputOverscan_AFD_II,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_Set_VS_InfoFrame,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_SetAudioOnOff,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_SetAudioFrequency,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_SetAudioConfiguration,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_GetAudioCTS,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_MuteAudioFIFO,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_SetAudioSourceFormat,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_GetHdcpKey,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_SetHDCPOnOff,apiHDMITx.h,0,0,0,1,1,1,1
,,MApi_HDMITx_SetAVMUTE,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_GetAVMUTEStatus,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_GetHDCPStatus,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_HDCP_StartAuth,apiHDMITx.h,0,0,0,1,1,1,1
,,MApi_HDMITx_GetINTHDCPStatus,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_GetHDCP_PreStatus,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_UnHDCPRxControl,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_HDCPRxFailControl,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_SetAksv2R0Interval,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_IsHDCPRxValid,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_HDCP_RevocationKey_Check,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_HDCP_RevocationKey_List,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_GetLibVer,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_GetInfo,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_GetStatus,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_HDCP_IsSRMSignatureValid,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_SetDbgLevel,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_SetHPDGpioPin,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_AnalogTuning,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_DisableRegWrite,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_GetEDIDPhyAdr,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_SetCECOnOff,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_GetCECStatus,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_EdidChecking,apiHDMITx.h,1,1,1,1,1,1,1
,,MApi_HDMITx_RxBypass_Mode,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_Disable_RxBypass,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_GetChipCaps,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx_SetPowerState,apiHDMITx.h,0,0,0,0,0,0,0
,,MApi_HDMITx2_Init,apiHDMITx2.h,0,0,0,0,0,0,0
,,MApi_HDMITx2_Exit,apiHDMITx2.h,0,0,0,0,0,0,0
,,MApi_HDMITx2_SetInitTiming,apiHDMITx2.h,0,0,0,0,0,0,0
,,MApi_JPEG_EnableOJPD,apiJPEG.h,0,0,1,1,1,1,1
,,MApi_JPEG_Init_UsingOJPD,apiJPEG.h,0,0,1,1,1,1,1
,,msAPI_JPEG_get_APP0_info,apiJPEG.h,1,1,1,1,1,1,1
,,MApi_JPEG_Init,apiJPEG.h,1,1,1,1,1,1,1
,,MApi_JPEG_DecodeHdr,apiJPEG.h,1,1,1,1,1,1,1
,,MApi_JPEG_Decode,apiJPEG.h,1,1,1,1,1,1,1
,,MApi_JPEG_Exit,apiJPEG.h,1,1,1,1,1,1,1
,,MApi_JPEG_GetErrorCode,apiJPEG.h,1,1,1,1,1,1,1
,,MApi_JPEG_GetJPDEventFlag,apiJPEG.h,1,1,1,1,1,1,1
,,MApi_JPEG_SetJPDEventFlag,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_Rst,apiJPEG.h,1,1,1,1,1,1,1
,,MApi_JPEG_PowerOn,apiJPEG.h,0,0,0,0,0,0,0
,,MApi_JPEG_PowerOff,apiJPEG.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetCurVidx,apiJPEG.h,0,0,0,0,0,0,1
,,MApi_JPEG_IsProgressive,apiJPEG.h,1,1,1,1,1,1,1
,,MApi_JPEG_ThumbnailFound,apiJPEG.h,1,1,1,1,1,1,1
,,MApi_JPEG_GetWidth,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_GetHeight,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_GetOriginalWidth,apiJPEG.h,1,1,1,1,1,1,1
,,MApi_JPEG_GetOriginalHeight,apiJPEG.h,1,1,1,1,1,1,1
,,MApi_JPEG_GetNonAlignmentWidth,apiJPEG.h,1,1,1,1,1,1,1
,,MApi_JPEG_GetNonAlignmentHeight,apiJPEG.h,1,1,1,1,1,1,1
,,MApi_JPEG_GetAlignedPitch,apiJPEG.h,1,1,1,1,1,1,1
,,MApi_JPEG_GetAlignedPitch_H,apiJPEG.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetAlignedWidth,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_GetAlignedHeight,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_GetScaleDownFactor,apiJPEG.h,1,1,1,1,1,1,1
,,MApi_JPEG_SetMaxDecodeResolution,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_SetProMaxDecodeResolution,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_SetMRBufferValid,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_UpdateReadInfo,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_ProcessEOF,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_SetErrCode,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_SetDbgLevel,apiJPEG.h,1,1,1,1,1,1,1
,,MApi_JPEG_GetDbgLevel,apiJPEG.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetInfo,apiJPEG.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetStatus,apiJPEG.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetLibVer,apiJPEG.h,0,0,0,0,0,0,0
,,MApi_JPEG_HdlVidxChk,apiJPEG.h,1,1,1,1,1,1,1
,,MApi_JPEG_GetBuffLoadType,apiJPEG.h,1,1,1,1,1,1,1
,,MApi_JPEG_EnableISR,apiJPEG.h,0,0,0,0,0,0,0
,,MApi_JPEG_DisableISR,apiJPEG.h,0,0,0,0,0,0,0
,,MApi_JPEG_WaitDone,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_GetEXIFDateTime,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_GetEXIFOrientation,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_GetControl,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_DisableAddressConvert,apiJPEG.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetFreeMemory,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_GetDataOffset,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_GetSOFOffset,apiJPEG.h,0,0,0,0,0,0,0
,,MApi_JPEG_SetNJPDInstance,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_SupportCMYK,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_SupportRGB,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_SetMHEG5,apiJPEG.h,1,1,1,1,1,1,1
,,MApi_JPEG_IsMPOFormat,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_GetMPOIndex,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_GetMPOAttr,apiJPEG.h,0,0,0,0,0,0,0
,,MApi_JPEG_DumpMPO,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_SetMPOBuffer,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_SetMPOMaxDecodeResolution,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_SetMPOProMaxDecodeResolution,apiJPEG.h,0,1,1,1,1,1,1
,,MApi_JPEG_SetVerificationMode,apiJPEG.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetVerificationMode,apiJPEG.h,0,0,0,0,0,0,0
,,MApi_NJPD_Debug,apiJPEG.h,0,0,0,0,0,0,0
,,MApi_JPEG_IsNJPD,apiJPEG.h,0,0,0,0,0,0,0
,,msAPI_JPEG_get_APP0_info_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_Init_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_DecodeHdr_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_Decode_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_Exit_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetErrorCode_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetJPDEventFlag_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_SetJPDEventFlag_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_Rst_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_PowerOn_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_PowerOff_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetCurVidx_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_IsProgressive_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_ThumbnailFound_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetWidth_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetHeight_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetOriginalWidth_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetOriginalHeight_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetNonAlignmentWidth_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetNonAlignmentHeight_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetAlignedPitch_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetAlignedPitch_H_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetAlignedWidth_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetAlignedHeight_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetScaleDownFactor_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_SetMaxDecodeResolution_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_SetProMaxDecodeResolution_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_SetMRBufferValid_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_UpdateReadInfo_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_ProcessEOF_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_SetErrCode_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_SetDbgLevel_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetDbgLevel_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetInfo_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetStatus_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_GetLibVer_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
,,MApi_JPEG_HdlVidxChk_OJPD,apiJPEG_OJPD.h,0,0,0,0,0,0,0
